id,shop_id,shop_name,is_mall,is_verified,follower_count,rating_star,rating_count,response_rate,location,total_products,total_sold,shop_url,crawled_at
5469,17949214,thoi_trang_thien_an,0,0,590,4.674725,432,57.0,Bắc Ninh,19,471,https://shopee.vn/dungxnv,2026-03-19 14:45:00
5470,69400006,Tinh Dầu Massage Body,0,0,3142,4.855953,1205,89.0,TP. Hồ Chí Minh,106,1253,https://shopee.vn/tinhdaumassage_thieny,2026-03-19 14:45:01
5471,975953872,Quỳnh MỸ PHẨM -TÓC -NAIL-MI,0,0,789,4.8679,1505,91.0,Bình Dương,329,1557,https://shopee.vn/shopquynh90,2026-03-19 14:45:03
5472,303756222,Tree_On_Hill,0,0,1245,4.887045,3167,100.0,Quảng Trị,216,3248,https://shopee.vn/firefox_s,2026-03-19 14:45:04
5473,932578920,SAMSI SHOP,0,0,1591,4.936957,472,67.0,TP. Hồ Chí Minh,39,481,https://shopee.vn/samsishop.hcmc,2026-03-19 14:45:06
5474,70440917,Mỹ phẩm Trung Hạnh,0,0,3043,4.942606,3002,96.0,TP. Hồ Chí Minh,513,3036,https://shopee.vn/louistruong88,2026-03-19 14:45:08
5475,743091506,MY PHAM TOC NGOC HAN,0,0,427,4.873418,2647,100.0,Hà Nội,159,2720,https://shopee.vn/ngochan27022022,2026-03-19 14:45:10
5476,468852360,Korea no.1 Health Care& Beauty,0,0,1818,4.931818,452,67.0,Quốc Tế,188,458,https://shopee.vn/heraldsilver.vn,2026-03-19 14:45:12
5477,1011259573,Hidati. Beauty Store,0,0,3713,4.898026,1577,100.0,TP. Hồ Chí Minh,53,1611,https://shopee.vn/hidati,2026-03-19 14:45:14
5478,1397276155,Unilever Chăm Sóc Sắc Đẹp,0,0,1601945,4.842915,698432,100.0,TP. Hồ Chí Minh,284,726054,https://shopee.vn/unilever_beauty_wellbeing,2026-03-19 14:45:15
5479,944202057,purenatural,0,0,54665,4.826218,10989,100.0,Vĩnh Phúc,6,11465,https://shopee.vn/purenatural,2026-03-19 14:45:18
5480,540180615,Ariul Store,0,0,71970,4.939026,13801,98.0,Long An,63,13989,https://shopee.vn/ariul_official_store,2026-03-19 14:45:20
5481,303084099,Phụ Kiện TVHK,0,0,246,4.870192,411,57.0,TP. Hồ Chí Minh,13,425,https://shopee.vn/true_nature,2026-03-19 14:45:21
5482,1840103,Pet Care 1987,0,0,2534,4.846311,8866,75.0,Hà Nội,743,9199,https://shopee.vn/linhmal1201,2026-03-19 14:45:23
5483,448308754,Open the Beauty:VN,0,0,982,4.908,1027,48.0,Quốc Tế,280,1051,https://shopee.vn/openthebeauty.vn,2026-03-19 14:45:24
5484,985433675,Min CosmeticsStore,0,0,925,4.729134,612,80.0,TP. Hồ Chí Minh,21,659,https://shopee.vn/g6rt3n3xyt,2026-03-19 14:45:26
5485,783597929,TOPCHARM SHOP,0,0,27790,4.818942,2848,67.0,TP. Hồ Chí Minh,171,2975,https://shopee.vn/myphamtopcharm,2026-03-19 14:45:28
5486,1011870508,MUMCHIT Vietnam Store,0,0,12147,4.876727,3794,98.0,TP. Hồ Chí Minh,12,3921,https://shopee.vn/mumchit_officialstore,2026-03-19 14:45:29
5487,1103402305,maximin888,0,0,218,4.762583,1005,78.0,TP. Hồ Chí Minh,1170,1074,https://shopee.vn/maximin888,2026-03-19 14:45:31
5488,158872204,Shop Bố Soup,0,0,480576,4.92899,246896,100.0,Hà Nội,731,250781,https://shopee.vn/shopbosoup,2026-03-19 14:45:34
5489,64438440,Uyển Nhi 08,0,0,1802,4.93916,7744,98.0,Bến Tre,42,7832,https://shopee.vn/wipro.shop,2026-03-19 14:45:35
5490,1069128296,Adayroi12,0,0,1400,4.756632,835,100.0,Hà Nội,48,885,https://shopee.vn/adayroi12,2026-03-19 14:45:37
5491,1074362559,Menta ,0,0,540,4.737109,2107,100.0,TP. Hồ Chí Minh,1134,2264,https://shopee.vn/mentashop,2026-03-19 14:45:40
5492,1098251799,MộcTuyết Store Việt Nam,0,0,1133,4.899741,1596,80.0,Hà Nội,15,1632,https://shopee.vn/moctuyet_store_vietnam,2026-03-19 14:45:41
5493,1103542399,🌈Cửa hàng cầu vồng,0,0,856,4.879872,2199,87.0,TP. Hồ Chí Minh,89,2269,https://shopee.vn/lmxsaj2cp4,2026-03-19 14:45:43
5494,1128631699,Kho Bỉm Tốt NB,0,0,13290,4.831555,5082,94.0,Ninh Bình,16,5291,https://shopee.vn/myphamtamanh,2026-03-19 14:45:45
5495,529835234,Lúa 1995 Store,0,0,4459,4.844417,4026,50.0,TP. Hồ Chí Minh,29,4176,https://shopee.vn/lamlua1995,2026-03-19 14:45:47
5496,176429366,BÍ NGÔShop,0,0,122,4.798817,164,80.0,TP. Hồ Chí Minh,610,172,https://shopee.vn/bingo_2203,2026-03-19 14:45:49
5497,60704107,sonquachminhanh,0,0,5,0.0,0,50.0,Trà Vinh,14,0,https://shopee.vn/sonquachminhanh,2026-03-19 14:45:50
5498,227065607,MEDIWORLD.NGOCLAN03,0,0,2862,4.923449,2887,100.0,Đắk Nông,278,2939,https://shopee.vn/rose.shop79,2026-03-19 14:45:52
5499,161962353,Việt Nhật Cosmetic,0,0,23444,4.90365,2070,91.0,TP. Hồ Chí Minh,16,2113,https://shopee.vn/vietnhatcosmetic,2026-03-19 14:45:54
5500,567510475,P.CALM Việt Nam,0,0,19884,4.943945,6971,22.0,Quốc Tế,62,7059,https://shopee.vn/pcalmhs.vn,2026-03-19 14:45:56
5501,896431171,SENADEMAR.KRLAB_COSMETICS,0,0,7725,4.934847,8223,100.0,Hà Nội,246,8330,https://shopee.vn/rosedeseoul_store,2026-03-19 14:45:58
5502,42332178,HY PHÁT COSMETIC,0,0,353,4.942346,518,100.0,TP. Hồ Chí Minh,214,524,https://shopee.vn/hyphatcosmetic,2026-03-19 14:46:00
5503,443335507,Dolar's House,0,0,112093,4.795843,116151,96.0,Hà Nội,696,122344,https://shopee.vn/dolars_house,2026-03-19 14:46:01
5504,795897302,Verites,0,0,91310,4.885116,42648,88.0,TP. Hồ Chí Minh,52,43897,https://shopee.vn/verites_vn,2026-03-19 14:46:03
5505,42192570,Tạp hoá nhà tôi,0,0,736,4.820849,1867,100.0,Hà Nội,523,1962,https://shopee.vn/taphoanhatoi,2026-03-19 14:46:04
5506,1033098959,IronFix,0,0,6669,4.901099,455,42.0,Hà Nội,150,466,https://shopee.vn/iron.fix,2026-03-19 14:46:07
5507,1061539254,Tạp Hóa Má Bảy,0,0,11034,4.864532,414,63.0,TP. Hồ Chí Minh,154,428,https://shopee.vn/taphoababay,2026-03-19 14:46:08
5508,1165625424,FLOSLEK (Đại lý Pharmacare),0,0,23857,4.904437,3234,100.0,Hà Nội,35,3312,https://shopee.vn/floslek.officialstore,2026-03-19 14:46:11
5509,112003895,Hanako Store,0,0,58514,4.929961,304,75.0,TP. Hồ Chí Minh,28,307,https://shopee.vn/bonguyen28,2026-03-19 14:46:13
5510,835244778,Kilala.jp,0,0,876,4.925843,452,100.0,Thái Bình,145,458,https://shopee.vn/kilalashop94,2026-03-19 14:46:14
5511,1130812845,jugueteria222,0,0,365,4.715894,1459,50.0,TP. Hồ Chí Minh,1197,1572,https://shopee.vn/jugueteria222,2026-03-19 14:46:16
5512,1136115250,ABC_BEAUTY,0,0,846,4.916376,2942,100.0,TP. Hồ Chí Minh,46,2987,https://shopee.vn/abc_beauty_luxury,2026-03-19 14:46:18
5513,1150869496,The Ordina.Retailer,0,0,124495,4.866993,35664,98.0,TP. Hồ Chí Minh,20,36780,https://shopee.vn/the_ordinary_retailer,2026-03-19 14:46:20
5514,98601187,maycatvai,0,0,23368,4.867515,65577,6.0,TP. Hồ Chí Minh,1390,67713,https://shopee.vn/maycatvai,2026-03-19 14:46:22
5515,1055300859,Timeless Skincare Vietnam,0,0,98725,4.943605,14008,100.0,TP. Hồ Chí Minh,66,14163,https://shopee.vn/timeless.skincare.vietnam.tth,2026-03-19 14:46:24
5516,342432207,bybycosmetics,0,0,2285,4.911883,762,72.0,Hà Nội,331,778,https://shopee.vn/bybycosmetics,2026-03-19 14:46:25
5517,68603076,Baomi 2,0,0,1347,4.893577,7535,38.0,TP. Hồ Chí Minh,93,7740,https://shopee.vn/baomishop2,2026-03-19 14:46:27
5518,21317062,jungimsoon,0,0,14926,4.960768,13511,95.0,TP. Hồ Chí Minh,1012,13635,https://shopee.vn/jungimsoon,2026-03-19 14:46:28
5519,1142452168,Mooekiss Cosmetics,0,0,306294,4.908306,67530,100.0,Quốc Tế,92,68994,https://shopee.vn/mooekiss.vn,2026-03-19 14:46:30
5520,1106429790,Teenilicious Vietnam,0,0,6198,4.899736,2325,98.0,TP. Hồ Chí Minh,64,2367,https://shopee.vn/teenilicious.vietnam,2026-03-19 14:46:31
5521,8768821,HAIR_PROFESSIONNEL,0,0,1819,4.912791,1223,96.0,Hà Nội,88,1248,https://shopee.vn/hair_professionnel,2026-03-19 14:46:33
5522,1074395064,Sonic shop vn,0,0,615,4.853834,1259,57.0,TP. Hồ Chí Minh,77,1305,https://shopee.vn/sonic.vn,2026-03-19 14:46:35
5523,171882708,Mỹ Phẩm - giá Kho 2,0,0,1336,4.761131,1597,95.0,TP. Hồ Chí Minh,116,1700,https://shopee.vn/dangbk01,2026-03-19 14:46:37
5524,1199171927,CocaBeauty,0,0,41709,4.930328,243,100.0,Hà Nội,352,247,https://shopee.vn/cocabeauty,2026-03-19 14:46:38
5525,1171225727,LazyBee.Store,0,0,49124,4.869218,10075,90.0,TP. Hồ Chí Minh,18,10407,https://shopee.vn/lazybee.store,2026-03-19 14:46:39
5526,1319421084,OLPV Cosmetics,0,0,2899,4.992832,281,80.0,TP. Hồ Chí Minh,39,282,https://shopee.vn/onliveviet_jolse,2026-03-19 14:46:41
5527,35475438,Juka Beauty ,0,0,1224,4.945946,983,81.0,TP. Hồ Chí Minh,1267,993,https://shopee.vn/jukabeauty,2026-03-19 14:46:43
5528,1388465572,HM BEAUTY & SKINCARE,0,0,13364,4.929752,987,97.0,TP. Hồ Chí Minh,63,1003,https://shopee.vn/hm_beauty,2026-03-19 14:46:44
5529,1230140465,VYVYGA COSMETICS,0,0,2339,4.837286,5748,100.0,Hà Nội,92,5981,https://shopee.vn/vyvyga,2026-03-19 14:46:46
5530,126977575,Dụng cụ làm Tóc và nail,0,0,450,4.872226,1329,100.0,Đồng Nai,144,1367,https://shopee.vn/vatshop1,2026-03-19 14:46:48
5531,50936456,Kim Quyên Cosmetics Huế,0,0,26393,4.924018,1563,99.0,Thừa Thiên Huế,580,1587,https://shopee.vn/kimquyencosmeticshue,2026-03-19 14:46:50
5532,1383643566,Fresh Lady Beauty,0,0,688,4.807213,3076,100.0,TP. Hồ Chí Minh,6,3242,https://shopee.vn/freshladybeauty,2026-03-19 14:46:52
5533,1506174776,buybox208,0,0,7253,0.0,5577532,0.0,TP. Hồ Chí Minh,52375,5726505,https://shopee.vn/buyboxlive,2026-03-19 14:46:53
5534,1130852271,Thuốc Nhuộm Tóc Hair Color,0,0,302,4.577557,2712,32.0,Hà Nội,69,3039,https://shopee.vn/thuoc.nhuom.toc.hair.color,2026-03-19 14:46:55
5535,1160712767,Korean hair dye,0,0,1085,4.842041,6165,86.0,Hải Dương,51,6406,https://shopee.vn/9ndks8c7ow,2026-03-19 14:46:57
5536,16244682,ritashop383,0,0,138662,4.945571,59209,94.0,TP. Hồ Chí Minh,1274,59960,https://shopee.vn/ritashopvn,2026-03-19 14:46:58
5537,239088754,Mỹ Phẩm Tùng Á,0,0,30661,4.911573,48979,99.0,TP. Hồ Chí Minh,818,50036,https://shopee.vn/thuybeauty38,2026-03-19 14:47:00
5538,727762090,Yococi Chính Hãng HCM,0,0,19370,4.963728,11544,100.0,TP. Hồ Chí Minh,23,11628,https://shopee.vn/yococi.hcm,2026-03-19 14:47:01
5539,721471313,TDUNG BEAUTY,0,0,423,4.839882,1010,100.0,Hà Nội,43,1052,https://shopee.vn/tdungbeauty,2026-03-19 14:47:03
5540,700023360,Arganmidas Vietnam,0,0,69478,4.931492,15047,99.0,Hà Nội,81,15281,https://shopee.vn/arganmidas,2026-03-19 14:47:05
5541,69792537,Shop ViệtHương Sỉ Lẻ Tiêu Dùng,0,0,17691,4.902893,68930,100.0,TP. Hồ Chí Minh,284,70482,https://shopee.vn/hovietqn14,2026-03-19 14:47:07
5542,1220621685,YNOVA,0,0,6679,4.903239,2482,79.0,Hà Nội,12,2537,https://shopee.vn/ynova,2026-03-19 14:47:08
5543,32984428,MN.Cosmetic,0,0,6646,4.939638,4083,100.0,Cần Thơ,688,4143,https://shopee.vn/myhung1409,2026-03-19 14:47:10
5544,67150877,Mỹ Phẩm Hà Anh ,0,0,9250,4.790006,11187,88.0,Bình Dương,773,11799,https://shopee.vn/trinhnguyenhaanh,2026-03-19 14:47:12
5545,1211828597,XIXI Official Store,0,0,251783,4.877048,225281,100.0,Quốc Tế,330,231924,https://shopee.vn/xixiofficial.vn,2026-03-19 14:47:13
5546,1313658182,Glamee Beauty OfficiaI,0,0,31902,4.852427,1024,100.0,TP. Hồ Chí Minh,17,1067,https://shopee.vn/glameebeauty,2026-03-19 14:47:15
5547,1248889053,Sáp Tóc Chính Hãng - Miền Nam,0,0,1965,4.901414,4693,96.0,TP. Hồ Chí Minh,133,4806,https://shopee.vn/sapcontrau,2026-03-19 14:47:17
5548,525224076,YOUNG VISION Official Store,0,0,185,4.823899,163,0.0,Quốc Tế,74,169,https://shopee.vn/youngvision.vn,2026-03-19 14:47:19
5549,1398880053,Kerasys Việt Nam,0,0,4699,4.905794,6364,96.0,Hà Nội,32,6507,https://shopee.vn/kerasysvietnam,2026-03-19 14:47:21
5550,1217247564,Bách Hoá Tổng Hợp 68,0,0,4358,4.847403,7952,71.0,TP. Hồ Chí Minh,228,8251,https://shopee.vn/dunginhquang,2026-03-19 14:47:23
5551,1468259771,Queen's Cosmetics ,0,0,2246,4.920209,1539,100.0,TP. Hồ Chí Minh,89,1570,https://shopee.vn/queenscosmetic,2026-03-19 14:47:24
5552,1474903989,Npp_Beauty,0,0,125,4.884236,420,100.0,An Giang,73,430,https://shopee.vn/npp_beauty,2026-03-19 14:47:26
5553,1366215726,NGOAI.Station,0,0,507,4.911243,349,92.0,TP. Hồ Chí Minh,120,356,https://shopee.vn/fvrjh2no10,2026-03-19 14:47:27
5554,468581651,HEYME ,0,0,3306,4.870293,4576,75.0,Hà Nội,25,4717,https://shopee.vn/heymevietnam,2026-03-19 14:47:29
5555,176891289,TUCONGSO SHOP HOUSE,0,0,34,4.883117,230,57.0,Hậu Giang,28,237,https://shopee.vn/tu_cong_so,2026-03-19 14:47:31
5556,1128336937,Kerasys ,0,0,347,4.93012,855,100.0,Hà Nội,32,866,https://shopee.vn/kerasysofficial,2026-03-19 14:47:33
5557,839403074,Phụ Liệu Nét Việt Quận 9,0,0,2868,4.91949,3806,69.0,TP. Hồ Chí Minh,128,3883,https://shopee.vn/phu_lieu_net_viet_quan_9,2026-03-19 14:47:34
5558,564194697,VN_UNOVE OFFICIAL STORE,0,0,37241,4.932147,16026,100.0,Quốc Tế,16,16269,https://shopee.vn/unoveofficial.vn,2026-03-19 14:47:36
5559,241058012,HukVNStore,0,0,1040,4.835544,380,67.0,TP. Hồ Chí Minh,18,394,https://shopee.vn/phunghien90,2026-03-19 14:47:38
5560,573427746,HIKARI - HÀNG NHẬT,0,0,131650,4.919848,49858,99.0,Hà Nội,232,50687,https://shopee.vn/hikarivietnam,2026-03-19 14:47:40
5561,541638373,AMG BEAUTY Việt Nam _ Health,0,0,77807,4.898493,46582,100.0,Hà Nội,249,47771,https://shopee.vn/amgbeauty.vn,2026-03-19 14:47:42
5562,6371847,FX GLAMOR_Store,0,0,31752,4.936724,9253,100.0,Khánh Hòa,63,9391,https://shopee.vn/fxglamorstore,2026-03-19 14:47:44
5563,134203403,Hien Duong Cosmetics,0,0,30905,4.951173,28842,96.0,Hà Nội,518,29153,https://shopee.vn/hienduongcosmetics,2026-03-19 14:47:45
5564,1191518656,S:kinheritage Vietnam,0,0,58221,4.932102,47537,100.0,TP. Hồ Chí Minh,60,48203,https://shopee.vn/skinheritagevn,2026-03-19 14:47:47
5565,829338258,HOLD LIVE VN,0,0,3905,4.951267,1027,55.0,TP. Hồ Chí Minh,219,1039,https://shopee.vn/holdlive.makeup,2026-03-19 14:47:49
5566,432311485,Pink Plus Cosmetic,0,0,15276,4.920247,7517,79.0,Hà Nội,236,7664,https://shopee.vn/pinkpluscosmetics,2026-03-19 14:47:51
5567,1227325784,MT MAKEUP STORE,0,0,9332,4.921433,15254,43.0,TP. Hồ Chí Minh,317,15534,https://shopee.vn/mt_makeup_store,2026-03-19 14:47:53
5568,1160702968,Hell mushroom,0,0,2917,4.823303,9171,87.0,Hải Dương,46,9536,https://shopee.vn/qpl3biqchj,2026-03-19 14:47:54
5569,1253975457,REIHAKU HATOMUGI VIETNAM,0,0,17272,4.925961,16051,85.0,Hà Nội,107,16284,https://shopee.vn/reihakuhatomugi_official,2026-03-19 14:47:56
5570,53214573,SHOTA SHOP,0,0,670,4.932495,2247,66.0,TP. Hồ Chí Minh,169,2277,https://shopee.vn/shotapharma,2026-03-19 14:47:58
5571,1288809019,HoaivanBeauty_Shop,0,0,283,4.810127,156,57.0,Ninh Bình,10,162,https://shopee.vn/hoaivanbeauty_shop,2026-03-19 14:48:00
5572,1407148053,Skin Beauty ,0,0,9279,4.944673,5152,79.0,Hà Nội,66,5196,https://shopee.vn/skinbeautyvietnam,2026-03-19 14:48:01
5573,1339622506,Mama's Choice,0,0,1764,4.911263,588,99.0,TP. Hồ Chí Minh,56,602,https://shopee.vn/mamaschoice,2026-03-19 14:48:03
5574,403383721,HOÀNG GIA_68,0,0,1954,4.942913,1056,84.0,TP. Hồ Chí Minh,184,1069,https://shopee.vn/hoanggia_68,2026-03-19 14:48:05
5575,286096381,Compliment No Problem Việt Nam,0,0,232255,4.931737,235515,98.0,TP. Hồ Chí Minh,102,239192,https://shopee.vn/compliment_no_problem_vietnam,2026-03-19 14:48:07
5576,1472275791,Le Petit Marseillais Vietnam,0,0,7665,4.91409,7106,89.0,Hà Nội,120,7258,https://shopee.vn/lepetitmarseillaisvn,2026-03-19 14:48:08
5577,1105815683,Hoá mỹ phẩm hồng phúc,0,0,1222,4.899357,8991,94.0,TP. Hồ Chí Minh,499,9200,https://shopee.vn/hongphuc1994,2026-03-19 14:48:10
5578,1139943418,NEW TAG SHOP,0,0,815,4.773492,1376,94.0,Hải Phòng,64,1467,https://shopee.vn/new.tag.vn,2026-03-19 14:48:12
5579,1095230290,Lipstickvnn,0,0,36770,4.910295,5387,96.0,Hà Nội,112,5516,https://shopee.vn/lipstick.officalstore,2026-03-19 14:48:14
5580,285299628,CỬA HÀNG ĐỒ MỸ-PHÁP,0,0,1062,4.859798,1876,92.0,TP. Hồ Chí Minh,764,1948,https://shopee.vn/kukh8387,2026-03-19 14:48:15
5581,1121112168,borome_official,0,0,27021,4.947175,24131,100.0,Hà Nội,26,24362,https://shopee.vn/borome.vn,2026-03-19 14:48:17
5582,376181625,B.C Beauty N Health,0,0,9855,4.903059,2490,100.0,TP. Hồ Chí Minh,53,2557,https://shopee.vn/b.c_beauty2311,2026-03-19 14:48:19
5583,1148057213, Moroccanoil Official Store,0,0,24050,4.901777,9077,100.0,Bắc Ninh,151,9307,https://shopee.vn/moroccanoilvietnam,2026-03-19 14:48:20
5584,1188067056,CRD Cosmetic,0,0,2491,4.895954,1007,58.0,TP. Hồ Chí Minh,6,1030,https://shopee.vn/crdbeauty,2026-03-19 14:48:22
5585,1094596251,Compliment VN Official Store,0,0,9858,4.925892,5518,91.0,Hà Nội,76,5592,https://shopee.vn/compliment,2026-03-19 14:48:23
5586,209821395,Carot KL,0,0,1880,4.967262,2414,96.0,Đồng Nai,67,2427,https://shopee.vn/carot24,2026-03-19 14:48:25
5587,25435857,Myphamxanh86,0,0,2382,4.800725,3241,98.0,Hà Nội,9,3405,https://shopee.vn/ngochuyenstore68,2026-03-19 14:48:27
5588,1217466006,Muse Beauty MCN,0,0,14462,4.93093,10668,100.0,TP. Hồ Chí Minh,91,10826,https://shopee.vn/musebeautymcn,2026-03-19 14:48:29
5589,296214854,ThomDang_Cosmetics,0,0,24455,4.93046,28728,100.0,Hà Nội,422,29147,https://shopee.vn/rosedeseoul_korea,2026-03-19 14:48:31
5590,459527021,MUSE Cosmetics,0,0,14702,4.890346,869,100.0,Hà Nội,41,892,https://shopee.vn/musecosmetics,2026-03-19 14:48:32
5591,28632798,Bách hoá MIA - giá cực tốt,0,0,332,4.903756,1776,100.0,TP. Hồ Chí Minh,44,1809,https://shopee.vn/camlai.90,2026-03-19 14:48:35
5592,576284833,Thế Giới Bình Sữa,0,0,192,4.768293,81,0.0,Hưng Yên,381,85,https://shopee.vn/thegioibinhsua.vn,2026-03-19 14:48:37
5593,1197326839,FRANCISS STORE,0,0,4257,4.904144,10825,100.0,TP. Hồ Chí Minh,512,11047,https://shopee.vn/francissstore,2026-03-19 14:48:39
5594,850816281,lyly88channel,0,0,9455,4.895409,4683,96.0,TP. Hồ Chí Minh,48,4779,https://shopee.vn/lyly88channel,2026-03-19 14:48:40
5595,832809924,Rococo06.vn,0,0,668,4.719491,3826,100.0,Quốc Tế,1054,4122,https://shopee.vn/rococo06.vn,2026-03-19 14:48:41
5596,1198047835,DOLOmen,0,0,18549,4.865865,11366,100.0,Hà Nội,115,11745,https://shopee.vn/dolomen,2026-03-19 14:48:43
5597,1229669213,NYM STORE HCM,0,0,25178,4.96875,131,57.0,Bình Dương,31,132,https://shopee.vn/nym_6828,2026-03-19 14:48:44
5598,804386455,'S'GIRL BEAUTY,0,0,5806,4.898014,5525,100.0,Quốc Tế,385,5667,https://shopee.vn/shiluqi.vn,2026-03-19 14:48:46
5599,1131813791,Mỹ Phẩm Gia Thư,0,0,1857,4.89419,4168,89.0,TP. Hồ Chí Minh,55,4264,https://shopee.vn/_myphamgiathu20_,2026-03-19 14:48:48
5600,90192465,Angelic Club Cosmetics,0,0,9506,4.902942,4973,99.0,TP. Hồ Chí Minh,148,5099,https://shopee.vn/ketchupbibi,2026-03-19 14:48:49
5601,1025048995,Maay9 Store,0,0,122016,4.93694,23336,98.0,Hà Nội,111,23628,https://shopee.vn/maay9_store,2026-03-19 14:48:51
5602,1390935839,Elformula Official Store,0,0,928,4.886111,1084,100.0,TP. Hồ Chí Minh,11,1111,https://shopee.vn/elformula.vn,2026-03-19 14:48:52
5603,1325640604,Evergreen Cosmetics,0,0,2814,4.957588,1546,100.0,Hà Nội,83,1560,https://shopee.vn/evergreencosmetics,2026-03-19 14:48:54
5604,1373679484, SeoulOppa,0,0,30516,4.926625,7198,99.0,Quốc Tế,586,7306,https://shopee.vn/kimandleehq.vn,2026-03-19 14:48:56
5605,521954083,TamThi1102,0,0,8756,4.760271,38281,100.0,TP. Hồ Chí Minh,278,40719,https://shopee.vn/tamthi1102,2026-03-19 14:48:57
5606,1160588681,Dear Body Vietnam,0,0,21270,4.869888,534,86.0,TP. Hồ Chí Minh,34,553,https://shopee.vn/dearbodyvn,2026-03-19 14:48:59
5607,1113048833,Cỏ Và Lá Store,0,0,12980,4.901305,5348,98.0,TP. Hồ Chí Minh,119,5454,https://shopee.vn/covala,2026-03-19 14:49:00
5608,54146957,KANWAI Làm Đẹp SHOP,0,0,14514,4.910961,3394,50.0,Thái Nguyên,80,3473,https://shopee.vn/xuanxamhihi1103,2026-03-19 14:49:02
5609,292544928,Phụ liệu tóc Thanh Tâm,0,0,67,4.9375,135,88.0,Bắc Giang,96,136,https://shopee.vn/pltthanhtam,2026-03-19 14:49:03
5610,280724805,HiChi Cosmetic,0,0,55994,4.880258,21057,87.0,Hà Nội,136,21605,https://shopee.vn/hichicosmetic,2026-03-19 14:49:05
5611,976110987,Beauty_Smats,0,0,18,4.7,28,57.0,TP. Hồ Chí Minh,26,30,https://shopee.vn/beauty_smarts,2026-03-19 14:49:07
5612,42106699,Phượng SALE - ĐỒ LÓT & MỸ PHẨM,0,0,67917,4.909245,12607,87.0,TP. Hồ Chí Minh,590,12864,https://shopee.vn/kimphuong1302_02,2026-03-19 14:49:09
5613,779607831,Lixco - Chăm Sóc Gia Đình,0,0,148982,4.913314,205316,100.0,TP. Hồ Chí Minh,223,209223,https://shopee.vn/lixco_vietnam,2026-03-19 14:49:11
5614,39628986,HICKIES STORE,0,0,11760,4.833546,103502,93.0,Hà Nội,945,108041,https://shopee.vn/phukienhickies,2026-03-19 14:49:13
5615,1208623431,JOOCYEE OFFICIAL STORE,0,0,113079,4.920141,14743,100.0,Quốc Tế,176,15043,https://shopee.vn/joocyee.vn,2026-03-19 14:49:15
5616,122288596,Biz_Cosmetics,0,0,26780,4.88403,12809,100.0,Thanh Hóa,276,13175,https://shopee.vn/biz_cosmetics,2026-03-19 14:49:16
5617,1093906936,Greenoly Vitamins & Supplement,0,0,74177,4.934583,11609,96.0,TP. Hồ Chí Minh,259,11772,https://shopee.vn/greenoly_mall,2026-03-19 14:49:17
5618,1040181438,HÊ HÊ BEAUTY,0,0,9887,4.94029,1851,85.0,Hà Nội,77,1876,https://shopee.vn/hehebeauty.vn,2026-03-19 14:49:19
5619,1049466759,SSC Việt Nam,0,0,17069,4.921885,1559,80.0,Hà Nội,65,1587,https://shopee.vn/ssc__vn,2026-03-19 14:49:21
5620,1033827894,Nam Việt- Phụ Liệu Tóc,0,0,72,4.857143,338,75.0,Bình Dương,58,351,https://shopee.vn/namviet_official,2026-03-19 14:49:23
5621,95729631,Góc Nhỏ Hana,0,0,28598,4.922368,21335,76.0,TP. Hồ Chí Minh,151,21756,https://shopee.vn/shopxing,2026-03-19 14:49:25
5622,96891656,Pro Hair chăm sóc nét đẹp,0,0,2442,4.919241,3599,100.0,TP. Hồ Chí Minh,89,3666,https://shopee.vn/enienbito,2026-03-19 14:49:26
5623,1040859993,BESKIN_VN,0,0,13576,4.863189,4775,98.0,TP. Hồ Chí Minh,45,4932,https://shopee.vn/beskin_vn,2026-03-19 14:49:28
5624,1408757630,b.clinicx Vietnam,0,0,457,4.960784,111,57.0,TP. Hồ Chí Minh,23,112,https://shopee.vn/b.clinicx,2026-03-19 14:49:29
5625,1415289364,SomeByMi VietNam,0,0,17691,4.924071,7380,100.0,Hà Nội,101,7508,https://shopee.vn/somebymi_vn,2026-03-19 14:49:31
5626,1233792405,PTBeauty88,0,0,424,4.625283,4922,40.0,Hà Nội,148,5443,https://shopee.vn/thanhpham111988,2026-03-19 14:49:32
5627,1304184570,Mộc Beautiful,0,0,6154,4.94403,836,100.0,TP. Hồ Chí Minh,128,846,https://shopee.vn/moc_beautiful,2026-03-19 14:49:34
5628,805597787,Beauty-Clan.vn,0,0,16998,4.796403,19854,74.0,Quốc Tế,362,20892,https://shopee.vn/beautyfuturerf.vn,2026-03-19 14:49:35
5629,1241889044,VT COSMETICS Vietnam,0,0,48615,4.953563,8973,85.0,TP. Hồ Chí Minh,36,9055,https://shopee.vn/vtcosmetics_vn,2026-03-19 14:49:37
5630,372167007,Lucky Việt Nam,0,0,29434,4.777832,31362,99.0,Hà Nội,56,33268,https://shopee.vn/lucky_mart_vn,2026-03-19 14:49:39
5631,75441864,BITHO SHOP,0,0,5302,4.871013,2896,91.0,Hà Nội,283,2981,https://shopee.vn/bitho.shop,2026-03-19 14:49:41
5632,165656610,Xưởng Đầm Trung Niên Giá Tốt,0,0,13580,4.935343,6058,100.0,TP. Hồ Chí Minh,438,6140,https://shopee.vn/damxinhgiatot,2026-03-19 14:49:43
5633,1079231491,SOO by LoveDears,0,0,119,4.892308,74,57.0,TP. Hồ Chí Minh,22,76,https://shopee.vn/soobylovedears,2026-03-19 14:49:45
