id,shop_id,shop_name,is_mall,is_verified,follower_count,rating_star,rating_count,response_rate,location,total_products,total_sold,shop_url,crawled_at
4526,1087673320,ESSENCE VIỆT NAM,0,0,47758,4.914235,13463,97.0,Hà Nội,63,13746,https://shopee.vn/essencevietnam,2026-03-19 14:17:13
4527,1117361098,Cokki,0,0,12016,4.822386,13114,99.0,Quốc Tế,63,13721,https://shopee.vn/cokkicare.vn,2026-03-19 14:17:15
4528,59371112,tgnguyen1008,0,0,4133,4.961183,1718,100.0,TP. Hồ Chí Minh,77,1729,https://shopee.vn/tgnguyen1008,2026-03-19 14:17:17
4529,987779929,HerherbalVN,0,0,14626,4.908569,7988,100.0,Đồng Nai,34,8149,https://shopee.vn/herherbal_official,2026-03-19 14:17:18
4530,727269694,Anh Thư_Cosmetics,0,0,3842,4.882353,1076,77.0,Tuyên Quang,37,1109,https://shopee.vn/anhthu23cosmetics,2026-03-19 14:17:20
4531,1074173036,narokorea,0,0,13,5.0,4,57.0,Quốc Tế,11,4,https://shopee.vn/narokorea.vn,2026-03-19 14:17:21
4532,697821129,The Cafuné Official Store,0,0,561992,4.861194,215453,90.0,TP. Hồ Chí Minh,104,222473,https://shopee.vn/cafune_flagship_store,2026-03-19 14:17:24
4533,256179555,Goldbeauty01,0,0,18628,4.922849,381,100.0,TP. Hồ Chí Minh,52,390,https://shopee.vn/goldbeauty01,2026-03-19 14:17:26
4534,792370318,MOCHI HAIR JAPAN,0,0,11605,4.820509,5987,56.0,Hà Nội,8,6276,https://shopee.vn/mochi_hair_japan,2026-03-19 14:17:28
4535,586026161,ĐỐM WAXING,0,0,11787,4.901832,9242,77.0,TP. Hồ Chí Minh,99,9460,https://shopee.vn/domwaxing,2026-03-19 14:17:30
4536,449282202,Phụ Liệu Tóc Quận 7,0,0,6519,4.888347,5633,93.0,TP. Hồ Chí Minh,213,5772,https://shopee.vn/phulieutoc_mypham_quan7,2026-03-19 14:17:32
4537,451678739,Ripe Beauty,0,0,152309,4.883534,212515,99.0,Hà Nội,224,218314,https://shopee.vn/ripe.beauty,2026-03-19 14:17:34
4538,443292605,TỔNG KHO HIẾU THÌN TN,0,0,799,4.69192,7881,12.0,Thái Nguyên,583,8529,https://shopee.vn/tongkhosigiaretn,2026-03-19 14:17:35
4539,123411061,minmin9996,0,0,860,4.628088,720,0.0,TP. Hồ Chí Minh,222,797,https://shopee.vn/minmin9996,2026-03-19 14:17:37
4540,237628728,LVX_KR.VN,0,0,10159,4.878403,1678,100.0,Quốc Tế,4391,1723,https://shopee.vn/lvxkr.vn,2026-03-19 14:17:39
4541,255110132,CYDEbeaute,0,0,3826,4.923803,1406,89.0,TP. Hồ Chí Minh,21,1425,https://shopee.vn/cydebeau,2026-03-19 14:17:41
4542,881316078,Be Beauty Cosmetics,0,0,357,4.899678,1852,94.0,Hà Nội,434,1898,https://shopee.vn/bebeauty_cosmetics,2026-03-19 14:17:42
4543,963363385,YATOP_STORE,0,0,10506,4.864,1355,57.0,Hà Nội,146,1403,https://shopee.vn/yatop_store,2026-03-19 14:17:44
4544,971628230,Dược Mỹ Phẩm Đức Tân-DrThảo Lê,0,0,15465,4.871701,9779,92.0,Hải Phòng,299,10013,https://shopee.vn/sieuthiductan,2026-03-19 14:17:46
4545,13391215,Mi Lan Shop HCM,0,0,7605,4.752395,16770,23.0,TP. Hồ Chí Minh,131,17867,https://shopee.vn/minhanh.hcm,2026-03-19 14:17:47
4546,313311905,FIT Cosmetics - Ngôi nhà xanh,0,0,15551,4.91136,3120,84.0,TP. Hồ Chí Minh,28,3191,https://shopee.vn/fitcosmetics,2026-03-19 14:17:49
4547,559871238,Bảo Liên Cosmetic,0,0,26671,4.844851,8432,99.0,Hải Dương,50,8744,https://shopee.vn/baolien.official,2026-03-19 14:17:51
4548,973480086,Alyssa_Store,0,0,18354,4.872995,34700,96.0,Thái Nguyên,441,35748,https://shopee.vn/alyssa_vn.store,2026-03-19 14:17:52
4549,244551815,MAANGE,0,0,659602,4.8887,563232,92.0,Quốc Tế,87,578422,https://shopee.vn/maange_beauty.vn,2026-03-19 14:17:54
4550,565858449,FamilyShopQ8,0,0,7438,4.931945,11159,100.0,TP. Hồ Chí Minh,21,11328,https://shopee.vn/familyshopq8,2026-03-19 14:17:55
4551,436584873,Egao Official Store,0,0,60756,4.891254,12537,100.0,Hà Nội,97,12868,https://shopee.vn/egao.vn,2026-03-19 14:17:57
4552,705333075,ENTER VIETNAM,0,0,16833,4.92933,31342,100.0,TP. Hồ Chí Minh,138,31857,https://shopee.vn/entervietnam,2026-03-19 14:17:59
4553,853055389,Shop Phụ Liệu Hồng Ngọc,0,0,4894,4.880478,5308,100.0,TP. Hồ Chí Minh,280,5457,https://shopee.vn/ngoc.phulieu_123,2026-03-19 14:18:01
4554,903249464,Byphasse Vietnam Store.,0,0,13115,4.897087,11313,83.0,Hà Nội,21,11573,https://shopee.vn/byphasse_vn,2026-03-19 14:18:02
4555,772912940,KERASYS_STORE,0,0,18982,4.902941,13004,100.0,Hà Nội,88,13317,https://shopee.vn/kerasysvietnam_store,2026-03-19 14:18:04
4556,907939822,Dầu Gội Đầu DEGO PHARMA,0,0,1525,4.882365,4940,87.0,TP. Hồ Chí Minh,11,5072,https://shopee.vn/daugoipharma,2026-03-19 14:18:05
4557,278080971,Dr.FORSKIN Store,0,0,89205,4.91449,19559,95.0,TP. Hồ Chí Minh,23,19907,https://shopee.vn/drforskinvn,2026-03-19 14:18:07
4558,1007159908,NAGAMO,0,0,7303,4.816495,11628,97.0,Nam Định,97,12209,https://shopee.vn/nagamo27,2026-03-19 14:18:09
4559,58223521,Goldensuncosmetics,0,0,2146,4.885224,765,54.0,Hà Nội,92,788,https://shopee.vn/goldensuncosmetics,2026-03-19 14:18:11
4560,482916142,TỔNG KHO SỈ AN KHANG 2,0,0,6657,4.636996,8846,100.0,TP. Hồ Chí Minh,84,9728,https://shopee.vn/phongteo2021,2026-03-19 14:18:12
4561,990720106,Wofi Store,0,0,115654,4.925074,26602,100.0,TP. Hồ Chí Minh,378,27059,https://shopee.vn/wofistore,2026-03-19 14:18:14
4562,4661111,QUEEN BEAUTY STORE,0,0,23481,4.928092,12035,95.0,Hà Nội,35,12203,https://shopee.vn/cosmetics247.beauty.store,2026-03-19 14:18:17
4563,106813570,kitty_house,0,0,5546,4.817503,2735,78.0,Thanh Hóa,601,2868,https://shopee.vn/hathanh_cosmetics,2026-03-19 14:18:18
4564,769644269,T-Roast Organic,0,0,963,4.821109,539,50.0,TP. Hồ Chí Minh,54,565,https://shopee.vn/t.roast_organic,2026-03-19 14:18:20
4565,126269153,HOA ĐẸP DỄTRỒNG,0,0,19106,4.696169,51774,86.0,Hà Nội,365,55836,https://shopee.vn/hot_deal_hot_sale,2026-03-19 14:18:21
4566,988774965,Mặt Nạ Giá Sĩ,0,0,23169,4.849799,41473,91.0,TP. Hồ Chí Minh,199,42930,https://shopee.vn/matnagiasi,2026-03-19 14:18:23
4567,1028100121,BOWSTORE ,0,0,66261,4.900623,55343,99.0,Hà Nội,392,56584,https://shopee.vn/bowstore.cosmetics,2026-03-19 14:18:25
4568,12065260,BISU MART ,0,0,52648,4.925491,60218,100.0,TP. Hồ Chí Minh,520,61246,https://shopee.vn/bisumart,2026-03-19 14:18:28
4569,793097333,CHANG - LAVIBAN,0,0,159,4.906945,1489,99.0,TP. Hồ Chí Minh,85,1520,https://shopee.vn/laviban.healthcare.993,2026-03-19 14:18:30
4570,813554337,BABÉ VN,0,0,111486,4.934716,18454,100.0,TP. Hồ Chí Minh,51,18694,https://shopee.vn/babe_officialvn,2026-03-19 14:18:31
4571,779309913,PINKFLASH Vietnam,0,0,43756,4.883078,66111,100.0,TP. Hồ Chí Minh,34,67903,https://shopee.vn/pinkflashvn,2026-03-19 14:18:33
4572,783755969,KELLA Official Store,0,0,2508,4.878692,926,100.0,TP. Hồ Chí Minh,120,960,https://shopee.vn/kella_official,2026-03-19 14:18:35
4573,878136666,Thuốc Nhuộm Tóc - Beauty Hair,0,0,8834,4.824004,4271,99.0,Hà Nội,58,4467,https://shopee.vn/beautifullhair,2026-03-19 14:18:37
4574,891444924,HYWAXING,0,0,51828,4.893635,117448,95.0,TP. Hồ Chí Minh,491,120410,https://shopee.vn/hywaxing,2026-03-19 14:18:38
4575,921068466,sahemul_officialstore,0,0,6012,4.918439,5449,100.0,Hà Nội,40,5541,https://shopee.vn/sahemul_officialstore,2026-03-19 14:18:40
4576,920409428,Tiệm Thuốc Malaysia,0,0,39989,4.866438,4779,57.0,TP. Hồ Chí Minh,93,4924,https://shopee.vn/tiemthuocmalaysia,2026-03-19 14:18:41
4577,852844133,Fashion2.vn,0,0,1416,4.86437,2819,100.0,Quốc Tế,163,2911,https://shopee.vn/fashion2..vn,2026-03-19 14:18:43
4578,882006577,xiaoflower.vn,0,0,2,4.704545,42,100.0,Quốc Tế,19,45,https://shopee.vn/xiaoflower.vn,2026-03-19 14:18:45
4579,280956580,NewSkin Cosmetics,0,0,104665,4.939048,24667,100.0,TP. Hồ Chí Minh,237,25037,https://shopee.vn/newskin.vn,2026-03-19 14:18:46
4580,373158462,SADOER Global Store,0,0,4611,4.747877,7939,97.0,Quốc Tế,174,8460,https://shopee.vn/raymena.vn,2026-03-19 14:18:48
4581,27068662,tien_duy,0,0,2153,4.897948,10912,100.0,Hà Nội,182,11207,https://shopee.vn/tien_duy,2026-03-19 14:18:50
4582,1082880421,M.O.I Store,0,0,116417,4.877591,31303,95.0,TP. Hồ Chí Minh,83,32276,https://shopee.vn/moi.official.store,2026-03-19 14:18:51
4583,302223025,Love Bela,0,0,3839,4.942786,10649,100.0,Hà Nội,133,10804,https://shopee.vn/lovebela,2026-03-19 14:18:53
4584,28266273,Tatitava,0,0,74988,4.882978,89291,81.0,TP. Hồ Chí Minh,1195,91857,https://shopee.vn/thanhvan_56.hcm,2026-03-19 14:18:55
4585,979875827,hangnga.store,0,0,3012,4.748602,3598,90.0,Hà Nội,677,3835,https://shopee.vn/ngatay.store,2026-03-19 14:18:57
4586,238858562,bkkang72.vn,0,0,5104,4.892645,3971,100.0,Quốc Tế,645,4068,https://shopee.vn/bkkang72.vn,2026-03-19 14:18:59
4587,140618701,Shop Quốc Nam Store,0,0,14440,4.915944,46853,100.0,TP. Hồ Chí Minh,157,47800,https://shopee.vn/quocnamstore2019,2026-03-19 14:19:01
4588,63094437,Săn sale cùng Na ,0,0,15333,4.928356,7269,30.0,Hà Nội,192,7390,https://shopee.vn/sansalecungna,2026-03-19 14:19:04
4589,89270318,Huong Giang XĐ shop,0,0,1068,4.904762,479,50.0,Hà Nội,84,490,https://shopee.vn/fongkent1402,2026-03-19 14:19:05
4590,553170780,YBeauskin,0,0,15259,4.906863,3461,98.0,TP. Hồ Chí Minh,15,3542,https://shopee.vn/ybeauskin,2026-03-19 14:19:06
4591,160220547,MỸ PHẨM HOÀI THƯƠNG,0,0,3509,4.890612,1217,88.0,TP. Hồ Chí Minh,416,1251,https://shopee.vn/myphamtochoaithuongchinhhang,2026-03-19 14:19:08
4592,21034960,sanhanggiare88,0,0,18774,4.919063,52383,88.0,TP. Hồ Chí Minh,148,53311,https://shopee.vn/sanhanggiare88,2026-03-19 14:19:10
4593,654644932,DPT Cosmetics,0,0,3095,4.914332,3126,100.0,TP. Hồ Chí Minh,39,3194,https://shopee.vn/dptcosmetics_officialstore,2026-03-19 14:19:12
4594,811439757,oh!oh! Việt Nam,0,0,33044,4.936872,4594,98.0,TP. Hồ Chí Minh,51,4660,https://shopee.vn/ohohvietnam,2026-03-19 14:19:14
4595,811602907,Hẻm Skincare,0,0,48377,4.927524,26139,97.0,Đà Nẵng,819,26551,https://shopee.vn/hemskincare,2026-03-19 14:19:15
4596,792483641,Camy Shop68[bibop],0,0,2576,4.865116,11276,100.0,Hà Nội,290,11643,https://shopee.vn/myphamtocchinhhang1302,2026-03-19 14:19:17
4597,775755803,MyMy Store_Mỹ Phẩm&Thuốc Nhuộm,0,0,2775,4.879074,4880,80.0,TP. Hồ Chí Minh,243,5015,https://shopee.vn/mymy_1993,2026-03-19 14:19:18
4598,144279740,Twins Skin Store,0,0,35629,4.964169,16702,92.0,TP. Hồ Chí Minh,38,16819,https://shopee.vn/twins_skin_viet_nam,2026-03-19 14:19:21
4599,54371268,CLINICOS,0,0,15239,4.947529,14814,92.0,TP. Hồ Chí Minh,15,14970,https://shopee.vn/clinicos,2026-03-19 14:19:22
4600,877485266,CALLA.VN,0,0,16889,4.961634,33006,98.0,Hà Nội,169,33269,https://shopee.vn/calla.vn,2026-03-19 14:19:24
4601,241976358,Skin365 ,0,0,13523,4.966583,4817,93.0,Đà Nẵng,962,4853,https://shopee.vn/skin365,2026-03-19 14:19:25
4602,960750792,HAKARI - HÀNG NHẬT CHUẨN,0,0,7234,4.904022,15010,99.0,Hà Nội,683,15329,https://shopee.vn/hakari.shop,2026-03-19 14:19:27
4603,684440622,Lotie Shop Cosmetics,0,0,65547,4.846454,45650,97.0,Hà Nội,172,47278,https://shopee.vn/lotieshopcosmetics,2026-03-19 14:19:29
4604,796083536,Gooc Skincare,0,0,43974,4.892224,17787,97.0,Đà Nẵng,784,18245,https://shopee.vn/gocskincare,2026-03-19 14:19:31
4605,973330319,Phụ Liệu Mỹ Phẩm Nhilee,0,0,18832,4.901685,1805,100.0,TP. Hồ Chí Minh,289,1850,https://shopee.vn/phulieumypham_nhilee,2026-03-19 14:19:33
4606,1024141734,MouHair THIÊN ĐƯỜNG MÀU NHUỘM,0,0,48494,4.875768,4689,97.0,TP. Hồ Chí Minh,92,4833,https://shopee.vn/mouhair,2026-03-19 14:19:34
4607,1058291869,tuskincare,0,0,36679,4.952251,15284,100.0,TP. Hồ Chí Minh,198,15440,https://shopee.vn/tuskincare,2026-03-19 14:19:36
4608,1154453597,Nguyệt Hà Cosmetics,0,0,5865,4.935766,19054,98.0,TP. Hồ Chí Minh,546,19338,https://shopee.vn/nguyethacosmetics,2026-03-19 14:19:38
4609,805343474,Hana - Chăm sóc hoa,0,0,178,4.903226,280,57.0,TP. Hồ Chí Minh,27,285,https://shopee.vn/bambihana,2026-03-19 14:19:40
4610,294030011,Asun Shopping Mall,0,0,96995,4.874051,126956,100.0,TP. Hồ Chí Minh,200,131013,https://shopee.vn/asun_shoppingmall,2026-03-19 14:19:41
4611,215899267,Mi và Phụ Kiện Makeup,0,0,924,4.940472,2611,93.0,TP. Hồ Chí Minh,113,2647,https://shopee.vn/mivaphukienmakeup,2026-03-19 14:19:43
4612,4928507,Minna cosmetics,0,0,287585,4.929949,153699,88.0,Hà Nội,829,156126,https://shopee.vn/minnacosmetics.hnn,2026-03-19 14:19:45
4613,420008990,Dream Hair,0,0,528,4.894578,337,22.0,Long An,52,346,https://shopee.vn/dreamhair_,2026-03-19 14:19:46
4614,282735801,Minh Hưng Store,0,0,368,4.87301,2522,80.0,TP. Hồ Chí Minh,21,2598,https://shopee.vn/minhhungcosmetics,2026-03-19 14:19:48
4615,911131957,Whip Cosmetics,0,0,24539,4.927385,3300,42.0,Hà Nội,44,3352,https://shopee.vn/_beauty_valley_,2026-03-19 14:19:50
4616,973814622,KhoSaiGon9086,0,0,11,4.670251,263,0.0,TP. Hồ Chí Minh,595,285,https://shopee.vn/khosaigon9086,2026-03-19 14:19:52
4617,3434010,CHO DEAL,0,0,8917,4.779517,28021,98.0,TP. Hồ Chí Minh,943,29675,https://shopee.vn/chodeal,2026-03-19 14:19:54
4618,786519358,APLB Official Store ,0,0,93618,4.912714,14190,96.0,Quốc Tế,129,14432,https://shopee.vn/aplb.vn,2026-03-19 14:19:55
4619,45518683,MỸ PHẨM MINH TRANG,0,0,4239,4.869257,11513,42.0,Long An,2068,11867,https://shopee.vn/khangtrang19892015,2026-03-19 14:19:57
4620,1052368256,MiuXinh192,0,0,1102,4.90205,4346,79.0,Hà Nội,28,4455,https://shopee.vn/thaoxinh1409,2026-03-19 14:19:59
4621,901756124,MERSUN.vn,0,0,11284,4.880902,6578,93.0,Quốc Tế,1021,6765,https://shopee.vn/mersun.vn,2026-03-19 14:20:01
4622,122922809,YAHERA OFFICAL STORE,0,0,26775,4.937078,14989,100.0,Bình Định,20,15141,https://shopee.vn/yaherastore,2026-03-19 14:20:03
4623,1053612117,Minh_Tú_Store,0,0,10554,4.753425,690,25.0,TP. Hồ Chí Minh,58,736,https://shopee.vn/myphamminhtu2023,2026-03-19 14:20:05
4624,133582982,Chau.Shop,0,0,661,4.909436,5033,97.0,Cần Thơ,324,5132,https://shopee.vn/chaushopcantho,2026-03-19 14:20:07
4625,289119211,nguyengiabao2020@,0,0,374,4.852649,5934,42.0,Hà Nội,86,6156,https://shopee.vn/nguyengiabao_2020,2026-03-19 14:20:08
4626,858184747,NHÍM STORE MAKEUP,0,0,17143,4.821493,3836,16.0,TP. Hồ Chí Minh,342,4018,https://shopee.vn/nhim_store_22,2026-03-19 14:20:10
4627,129170042,ngocxuyencosmetics,0,0,3294,4.902974,10066,85.0,TP. Hồ Chí Minh,49,10291,https://shopee.vn/ngocxuyen29,2026-03-19 14:20:12
4628,759276695,ALIVELAB Official Store,0,0,10885,4.932393,1680,57.0,Quốc Tế,19,1711,https://shopee.vn/alivelab_official.vn,2026-03-19 14:20:14
4629,957395187,MADURA_SHOPP,0,0,12185,4.838957,1273,94.0,Hà Nội,98,1324,https://shopee.vn/madura_shopp,2026-03-19 14:20:16
4630,21328118,Hiltown_shop,0,0,5987,4.948185,3261,60.0,TP. Hồ Chí Minh,74,3301,https://shopee.vn/ngocthom0205,2026-03-19 14:20:18
4631,1025941964,Ivy Nature,0,0,6770,4.914324,2213,57.0,TP. Hồ Chí Minh,21,2258,https://shopee.vn/ivynature,2026-03-19 14:20:19
4632,1094718712,SÁPITAL STORE - MỸ PHẨM NAM,0,0,8690,4.896744,8322,91.0,Hà Nội,237,8530,https://shopee.vn/sapital.store,2026-03-19 14:20:21
4633,423898028,Mộc Ân Haircare,0,0,55431,4.888196,102516,97.0,TP. Hồ Chí Minh,58,105004,https://shopee.vn/mocanhaircarevn,2026-03-19 14:20:23
4634,730631087,Thanh Thảo Green Healthy,0,0,978,4.929195,1082,100.0,TP. Hồ Chí Minh,30,1097,https://shopee.vn/thanhthao.pharm,2026-03-19 14:20:24
4635,342002286,Thanh Hương hair shop,0,0,5626,4.865695,8204,40.0,TP. Hồ Chí Minh,80,8479,https://shopee.vn/meocon.66_9,2026-03-19 14:20:26
4636,552600528,MY ANH STORE 01,0,0,6261,4.89739,6122,100.0,TP. Hồ Chí Minh,60,6267,https://shopee.vn/myanh_store1,2026-03-19 14:20:27
4637,1053677820,Banana Boat Store,0,0,9836,4.944786,6351,100.0,Bình Dương,46,6418,https://shopee.vn/banana_boat_official_store,2026-03-19 14:20:29
4638,1043716572,Obagi Gian Hàng Chính Hãng,0,0,727182,4.885449,52082,100.0,TP. Hồ Chí Minh,174,53502,https://shopee.vn/obagi_flagshipstore,2026-03-19 14:20:31
4639,20852213,phankimlinhshop,0,0,2119,4.976959,666,87.0,TP. Hồ Chí Minh,98,671,https://shopee.vn/buushop11,2026-03-19 14:20:33
4640,980284100,Phụ Liệu Tóc Ngọc Bích,0,0,1449,4.865122,10572,91.0,TP. Hồ Chí Minh,773,10919,https://shopee.vn/phulieutoc_ngocbich,2026-03-19 14:20:35
4641,1098868538,Klariva - Weilaiya Distributor,0,0,54249,4.940481,24232,98.0,TP. Hồ Chí Minh,80,24568,https://shopee.vn/klariva,2026-03-19 14:20:37
4642,4264454,gibibeauty,0,0,102784,4.971765,45415,84.0,TP. Hồ Chí Minh,381,45678,https://shopee.vn/gibibeauty,2026-03-19 14:20:38
4643,1109408413,Mỹ phẩm Sachi,0,0,49956,4.878191,45693,96.0,Hà Nội,107,47042,https://shopee.vn/myphamsachi,2026-03-19 14:20:40
4644,168736434,HanPu Shop,0,0,42476,4.762914,77516,19.0,TP. Hồ Chí Minh,86,82577,https://shopee.vn/hanpu_shop,2026-03-19 14:20:42
4645,40027565,TUYẾN MỸ PHẨM GIÁ GỐC,0,0,7788,4.764597,29091,84.0,Hà Nội,57,30884,https://shopee.vn/tuyen101988,2026-03-19 14:20:43
4646,147165453,Hity Beauty,0,0,42207,4.931029,54120,84.0,TP. Hồ Chí Minh,497,54960,https://shopee.vn/hitybeauty,2026-03-19 14:20:44
4647,42456604,JAMONA Shop,0,0,140,4.85751,787,88.0,TP. Hồ Chí Minh,104,814,https://shopee.vn/jamonashop,2026-03-19 14:20:46
4648,648629086,KIM XUYẾN Authentic,0,0,55533,4.913477,55678,83.0,Long An,882,56685,https://shopee.vn/kimxuyenauthentic,2026-03-19 14:20:48
4649,951147024,Lunas Cosmetics,0,0,44981,4.868847,34513,85.0,TP. Hồ Chí Minh,683,35604,https://shopee.vn/parado_official_store,2026-03-19 14:20:50
4650,1036504271,Mỹ Phẩm Tóc MEGA,0,0,3074,4.887858,9880,95.0,TP. Hồ Chí Minh,249,10133,https://shopee.vn/megashopmyphamtoc,2026-03-19 14:20:52
4651,42745090,Tâm AnhShop,0,0,5662,4.929839,6104,100.0,Hà Nội,720,6187,https://shopee.vn/shopbibi03,2026-03-19 14:20:54
4652,196261835,Topick Global,0,0,5467328,4.736267,6604390,100.0,Quốc Tế,427341,7070439,https://shopee.vn/topick_global,2026-03-19 14:20:56
4653,980550561,Compliment VN,0,0,24330,4.921525,17608,98.0,TP. Hồ Chí Minh,102,17914,https://shopee.vn/compliment_vn,2026-03-19 14:20:57
4654,80748460,TrangMoon_Beauty,0,0,6406,4.896029,1911,83.0,TP. Hồ Chí Minh,89,1965,https://shopee.vn/trangmoon_boutique,2026-03-19 14:20:59
4655,1032983858,"Chính Hãng, Rẻ, Chất Lượng Cao",0,0,57774,4.815751,8135,64.0,TP. Hồ Chí Minh,110,8481,https://shopee.vn/samspa2023,2026-03-19 14:21:01
4656,487842439,AMPERE MAKEUP STORE,0,0,21865,4.678444,38001,85.0,Quốc Tế,770,41349,https://shopee.vn/ampere.vn,2026-03-19 14:21:03
4657,966198421,Mosaz Beauty,0,0,42148,4.876643,41069,100.0,Hà Nội,134,42212,https://shopee.vn/mosaz.beauty,2026-03-19 14:21:05
4658,128701953,Hoàng Yến Cosmetic,0,0,4293,4.836894,4364,98.0,Hà Nội,54,4530,https://shopee.vn/nguyenngocanh11021992,2026-03-19 14:21:06
4659,154684008,Shop Uyên Hân,0,0,2766,4.890793,7802,100.0,TP. Hồ Chí Minh,65,8005,https://shopee.vn/shopuyenhan,2026-03-19 14:21:07
4660,826933862,Choosebythie,0,0,14264,4.955681,12015,99.0,TP. Hồ Chí Minh,26,12120,https://shopee.vn/choosebythie,2026-03-19 14:21:09
4661,816277560,COCOHER VIỆT NAM,0,0,15545,4.908126,10737,95.0,TP. Hồ Chí Minh,8,10964,https://shopee.vn/cocoher.vietnam,2026-03-19 14:21:11
4662,15016235,TuấnLâm79,0,0,9160,4.9034,3722,46.0,TP. Hồ Chí Minh,3635,3816,https://shopee.vn/tuanlam79,2026-03-19 14:21:13
4663,786109934,Avene Official Store,0,0,122067,4.903531,25509,100.0,Bình Dương,47,26093,https://shopee.vn/avene.officialstore,2026-03-19 14:21:15
4664,284716813,ARTBOX OFFICIAL STORE,0,0,27329,4.886061,1627,67.0,Quốc Tế,993,1668,https://shopee.vn/artboxmall.vn,2026-03-19 14:21:16
4665,76744664,CHIINBEAUTY CMS,0,0,4038,4.912814,2259,88.0,Hà Nội,219,2303,https://shopee.vn/chiinbeautystore,2026-03-19 14:21:18
4666,30757347,Thao Nghi Hair,0,0,618,4.958333,396,60.0,TP. Hồ Chí Minh,32,399,https://shopee.vn/aurahair,2026-03-19 14:21:20
4667,834462855,shjlike.vn,0,0,416,4.818182,248,67.0,Quốc Tế,84,260,https://shopee.vn/shjlike.vn,2026-03-19 14:21:22
4668,273885587,SHOP MỸ PHẨM LINH ĐAN,0,0,68,4.891648,448,89.0,TP. Hồ Chí Minh,172,459,https://shopee.vn/linhdanshop13,2026-03-19 14:21:23
4669,998007818,Bow Cosmetics,0,0,21987,4.960321,12429,100.0,TP. Hồ Chí Minh,190,12529,https://shopee.vn/bow.cosmetics569,2026-03-19 14:21:25
4670,977648844,Shop Mỹ Phẩm Tóc Châu Giang,0,0,1038,4.897677,5848,50.0,TP. Hồ Chí Minh,436,5998,https://shopee.vn/myphamtocchaugiang,2026-03-19 14:21:26
4671,23490401,cinehuynh -Tả/Sữa Nội Địa Nhật,0,0,48695,4.952317,44911,98.0,TP. Hồ Chí Minh,509,45401,https://shopee.vn/cinehuynh,2026-03-19 14:21:28
4672,779277900,UKISS Official Store,0,0,140249,4.910833,73521,96.0,Quốc Tế,111,74998,https://shopee.vn/ukiss.official.vn,2026-03-19 14:21:30
4673,547505071,Codota - Hàng Nội Địa Trung,0,0,45996,4.751545,57966,95.0,Hà Nội,368,61684,https://shopee.vn/codota.store,2026-03-19 14:21:32
4674,257282805,Quỹ Từ Thiện Christy Shop,0,0,31195,4.96758,13971,88.0,TP. Hồ Chí Minh,593,14049,https://shopee.vn/christy.shop167,2026-03-19 14:21:34
4675,988805033,Heyxi Mỹ Phẩm Nội Địa Trung,0,0,1261,4.682883,14750,100.0,TP. Hồ Chí Minh,209,16097,https://shopee.vn/heyximypham,2026-03-19 14:21:35
4676,741323585,jhgroupkoreawx.vn,0,0,2229,4.849741,192,0.0,Quốc Tế,330,200,https://shopee.vn/jhgroupkoreawx.vn,2026-03-19 14:21:37
4677,238383015,Hecatech Official Store,0,0,472001,4.883909,302821,99.0,TP. Hồ Chí Minh,46,311157,https://shopee.vn/beucupshop,2026-03-19 14:21:39
4678,95468740,PaShop ,0,0,352826,4.912371,198561,99.0,Hà Nội,762,202777,https://shopee.vn/nganguyenld,2026-03-19 14:21:40
4679,687757367,Đảo Mặt Nạ,0,0,44312,4.942389,49900,100.0,Hà Nội,2691,50563,https://shopee.vn/nguyenngochuyen2312,2026-03-19 14:21:42
4680,268719560,Trang đổ sỉ của Hương order,0,0,866,4.730301,3844,0.0,Hà Nội,81,4136,https://shopee.vn/vinhvove,2026-03-19 14:21:44
4681,987373161,MASAN CONSUMER OFFICIAL,0,0,177418,4.87843,424923,93.0,TP. Hồ Chí Minh,490,437522,https://shopee.vn/masan.official.store,2026-03-19 14:21:45
4682,996334847,siphukintoc,0,0,1582,4.853403,10689,94.0,TP. Hồ Chí Minh,138,11079,https://shopee.vn/siphukientoc,2026-03-19 14:21:47
4683,1003372692,Ferpo Cosmetic Shop,0,0,255414,4.829013,201534,85.0,Quốc Tế,278,210492,https://shopee.vn/fepomall.vn,2026-03-19 14:21:49
4684,141766886,Thế Giới Mặt Nạ Sỉ,0,0,14983,4.819691,20527,89.0,Hà Nội,11,21412,https://shopee.vn/vuhoan56783,2026-03-19 14:21:51
4685,999015737,MaryMorning.vn,0,0,20264,4.933584,23835,96.0,Quốc Tế,1490,24215,https://shopee.vn/marymorning.vn,2026-03-19 14:21:53
4686,92710145,SonAuth Cosmetics,0,0,161714,4.962436,125933,82.0,Hà Nội,1638,127001,https://shopee.vn/sonauth.official,2026-03-19 14:21:55
4687,149811969,Jade Shop Phụ Liệu Tóc,0,0,2079,4.912996,915,95.0,TP. Hồ Chí Minh,107,935,https://shopee.vn/minhanhcometic,2026-03-19 14:21:56
4688,84105863,Freya - Nội địa Đức & Châu Âu,0,0,3768,4.915989,752,50.0,Hà Nội,157,764,https://shopee.vn/freyahangduc,2026-03-19 14:21:58
4689,77978223,Ruby.Cosmetics1204,0,0,4713,4.851893,8804,78.0,Hà Nội,90,9092,https://shopee.vn/ruby.cosmetics.1204,2026-03-19 14:22:00
